[0.20466524 0.06867824 0.7266565 ],[0.02071625 0.01664872 0.0006522 ],[0.05859441 0.04708969 0.0018447 ]
[0.53919077 0.0236325  0.4371767 ],[0.00034681 0.02205729 0.01052369],[0.00098094 0.06238742 0.02976548]
[0.00452886 0.00656649 0.98890465],[5.86962008e-02 8.41200956e-08 8.28623230e-08],[1.66017926e-01 2.37927560e-07 2.34370042e-07]
[0.01375533 0.08462346 0.9016212 ],[6.18378121e-02 2.83702782e-07 2.01140274e-07],[1.74903745e-01 8.02432644e-07 5.68910606e-07]
[0.0228249  0.02403036 0.9531448 ],[6.41606819e-02 2.43987311e-07 2.80307394e-07],[1.81473813e-01 6.90100327e-07 7.92829036e-07]
[0.04614278 0.04422963 0.90962756],[6.09147041e-02 3.10294457e-06 8.21629963e-07],[1.72292801e-01 8.77645257e-06 2.32392047e-06]
[0.087942   0.09698962 0.81506836],[7.65736883e-02 3.13311146e-05 1.34237054e-05],[2.16583097e-01 8.86177743e-05 3.79679724e-05]
[0.0918129  0.08194003 0.826247  ],[0.0419342  0.01312468 0.00164877],[0.11860784 0.0371222  0.00466342]
[0.4387195  0.06325147 0.49802905],[0.08361135 0.02106925 0.01186198],[0.23648861 0.05959284 0.03355076]
[0.05043967 0.03169426 0.91786605],[7.39088732e-02 1.29946343e-06 1.42306105e-06],[2.09045862e-01 3.67543760e-06 4.02502448e-06]
[0.01312749 0.01956447 0.9673081 ],[5.89496159e-02 1.19652184e-06 3.69113437e-07],[1.66734693e-01 3.38427483e-06 1.04401046e-06]
[0.01445404 0.05513611 0.93040985],[7.52783671e-02 2.54653697e-06 2.04323577e-06],[2.12919375e-01 7.20269424e-06 5.77914346e-06]
[0.00748103 0.0101597  0.98235935],[6.35221546e-02 2.15662779e-07 2.01799671e-07],[1.79667785e-01 6.09986453e-07 5.70775664e-07]
[0.01901093 0.01339855 0.9675905 ],[6.25878818e-02 2.53440027e-07 2.01681789e-07],[1.77025263e-01 7.16836647e-07 5.70442243e-07]
[0.0138874  0.01053612 0.9755765 ],[6.19897883e-02 2.19406917e-07 3.20906350e-07],[1.75333599e-01 6.20576475e-07 9.07660225e-07]
[0.03847199 0.02659717 0.93493086],[6.36942476e-02 3.19200390e-06 1.04341767e-06],[1.80154538e-01 9.02835042e-06 2.95123085e-06]
[0.02051282 0.01017296 0.9693142 ],[6.24362519e-02 2.15750500e-07 1.82990474e-07],[1.76596388e-01 6.10234566e-07 5.17575220e-07]
[0.00372781 0.00296521 0.99330693],[5.81814153e-02 8.66276922e-08 9.76773780e-08],[1.64561893e-01 2.45020114e-07 2.76273345e-07]
[0.0115462  0.01211356 0.97634023],[6.57042645e-02 3.32261398e-07 3.85041678e-07],[1.85839724e-01 9.39777151e-07 1.08906233e-06]
[0.04302923 0.10373215 0.8532385 ],[5.42041540e-02 8.65573269e-06 8.72226892e-05],[1.53312500e-01 2.44821091e-05 2.46703020e-04]
[0.0221842  0.03362542 0.94419044],[6.92637397e-02 1.15108053e-06 7.99800558e-07],[1.95907440e-01 3.25574740e-06 2.26217759e-06]
[0.01726555 0.03585073 0.94688374],[6.54873158e-02 4.14225570e-07 3.42415969e-07],[1.85226100e-01 1.17160684e-06 9.68498614e-07]
[0.01240438 0.03998783 0.9476077 ],[6.38923299e-02 3.30184802e-07 4.96366201e-07],[1.80714799e-01 9.33903651e-07 1.40393563e-06]
[0.07116018 0.07992217 0.8489176 ],[8.40950747e-02 2.41366535e-05 3.82948598e-05],[2.37856790e-01 6.82687654e-05 1.08314220e-04]
[0.0114405  0.01145152 0.977108  ],[6.13351722e-02 1.37470302e-07 1.42620510e-07],[1.73482065e-01 3.88824732e-07 4.03391719e-07]
[0.03039602 0.01828044 0.9513235 ],[6.48611993e-02 2.47861992e-07 2.58035429e-07],[1.83455176e-01 7.01059581e-07 7.29834405e-07]
[0.01176117 0.00409919 0.98413956],[5.85940784e-02 1.42604129e-07 1.08037717e-07],[1.65729081e-01 4.03345386e-07 3.05576810e-07]
[0.02200089 0.01891808 0.95908105],[6.47863446e-02 3.39030868e-07 4.44120728e-07],[1.83243454e-01 9.58924104e-07 1.25616312e-06]
[0.25039443 0.0454705  0.70413506],[6.44365835e-02 5.12028041e-05 9.94068945e-06],[1.82254181e-01 1.44823400e-04 2.81165157e-05]
[0.08033375 0.14732105 0.7723452 ],[0.02218239 0.00033291 0.01013524],[0.06274129 0.00094162 0.02866678]
[0.21889374 0.0639794  0.7171269 ],[6.35624881e-02 6.20537366e-05 3.51010038e-04],[1.79781866e-01 1.75514472e-04 9.92806313e-04]
[0.04340157 0.2859586  0.6706399 ],[0.00078975 0.00369064 0.06344146],[0.00223374 0.01043869 0.17943954]
[0.00437844 0.00629366 0.98932785],[6.34235957e-02 2.49249249e-07 3.24433638e-07],[1.79389019e-01 7.04983338e-07 9.17636901e-07]
[0.01033844 0.01850729 0.9711543 ],[6.45301565e-02 2.32346278e-07 2.39505403e-07],[1.82518845e-01 6.57174514e-07 6.77423577e-07]
[0.02466439 0.10868247 0.86665314],[6.33741956e-02 6.08506544e-07 1.50261556e-06],[1.79249294e-01 1.72111641e-06 4.25003861e-06]
[0.0339893  0.01017548 0.9558352 ],[6.06090570e-02 1.10368685e-06 4.02399642e-07],[1.71428301e-01 3.12169783e-06 1.13815806e-06]
[0.01772626 0.03546861 0.9468051 ],[6.58180005e-02 4.41565826e-07 6.41974922e-07],[1.86161418e-01 1.24893676e-06 1.81577928e-06]
[0.0118625  0.9316866  0.05645091],[1.63253412e-06 6.19852615e-02 7.05190772e-06],[4.61750379e-06 1.75320795e-01 1.99458071e-05]
[0.05586855 0.03004584 0.9140857 ],[6.88332738e-02 3.83566095e-06 1.69189669e-06],[1.94689899e-01 1.08488875e-05 4.78540648e-06]
[0.02152457 0.01635188 0.9621236 ],[6.95261594e-02 9.33365908e-07 1.41938778e-06],[1.96649675e-01 2.63995745e-06 4.01463490e-06]
[0.00775014 0.01327681 0.9789731 ],[6.25192141e-02 1.90522131e-07 1.73793253e-07],[1.76831041e-01 5.38877962e-07 4.91561551e-07]
[0.12388651 0.02479809 0.8513154 ],[3.35485311e-02 6.49993646e-04 1.88500417e-05],[9.48895755e-02 1.83845966e-03 5.33159692e-05]
[0.19908829 0.01833858 0.7825731 ],[6.75182586e-02 4.47201624e-05 1.04202199e-05],[1.90970474e-01 1.26487720e-04 2.94728325e-05]
[0.02559335 0.01743102 0.95697564],[6.63328501e-02 1.24772420e-06 6.90651178e-07],[1.87617632e-01 3.52909696e-06 1.95345653e-06]
[0.02850053 0.01201723 0.9594822 ],[6.10735506e-02 4.67633856e-07 2.49232044e-07],[1.72742087e-01 1.32266828e-06 7.04934675e-07]
[0.01216276 0.04216942 0.94566774],[6.31896270e-02 2.00123901e-07 1.89015212e-07],[1.78727255e-01 5.66035869e-07 5.34615753e-07]
[0.02098532 0.01645065 0.96256405],[6.66149138e-02 4.41154168e-07 3.87838937e-07],[1.88415429e-01 1.24777241e-06 1.09697417e-06]
[0.00719759 0.749537   0.24326546],[0.00010062 0.01496498 0.00759856],[0.00028459 0.04232736 0.02149196]
[0.24505301 0.03188335 0.72306365],[7.74069712e-02 7.50108420e-05 2.90778972e-05],[2.18939977e-01 2.12162700e-04 8.22447132e-05]
[0.17197113 0.03662593 0.7914029 ],[8.12105483e-02 9.57726612e-06 1.42374724e-05],[2.29698118e-01 2.70885993e-05 4.02696531e-05]
[0.08265247 0.13218236 0.78516513],[8.02795889e-02 3.70597076e-05 8.26925098e-05],[2.27064967e-01 1.04820682e-04 2.33889738e-04]
[0.03640076 0.07146606 0.8921332 ],[6.38409072e-02 1.37021357e-06 4.78199709e-06],[1.80569354e-01 3.87554923e-06 1.35255303e-05]
[0.01122091 0.44145092 0.5473282 ],[0.034724   0.00012229 0.00258214],[0.0982143  0.00034589 0.00730339]
[0.00138824 0.00146798 0.9971437 ],[5.78148920e-02 7.08898080e-08 7.01719544e-08],[1.63525209e-01 2.00506656e-07 1.98476259e-07]
[0.00314069 0.12750721 0.8693521 ],[3.20023770e-02 9.22893254e-06 3.96559061e-04],[9.05163913e-02 2.61033631e-05 1.12163840e-03]
[0.3039701  0.03440351 0.6616264 ],[0.01377462 0.02446541 0.00064394],[0.03896051 0.06919862 0.00182134]
[0.01741198 0.6044405  0.3781475 ],[8.24366691e-05 1.98619327e-02 4.60852386e-03],[0.00023317 0.05617803 0.01303487]
[0.02831832 0.02592777 0.9457539 ],[6.32110334e-02 5.93377427e-07 1.47532913e-06],[1.78787801e-01 1.67832481e-06 4.17286092e-06]
[0.01377438 0.01633278 0.96989286],[6.10635888e-02 1.36784790e-07 1.49462307e-07],[1.72713911e-01 3.86885812e-07 4.22743245e-07]
[0.01154373 0.00600135 0.98245496],[5.95141067e-02 2.34631177e-07 1.50360912e-07],[1.68331314e-01 6.63637187e-07 4.25284882e-07]
[0.01655574 0.02364542 0.9597988 ],[6.02067537e-02 1.49508310e-07 1.27000723e-07],[1.70290415e-01 4.22873360e-07 3.59212289e-07]
[0.02202534 0.29548627 0.6824884 ],[2.43121252e-02 8.26595357e-05 3.46007900e-03],[0.06876507 0.0002338  0.00978658]
[0.02260545 0.15337816 0.8240164 ],[7.73803946e-02 1.36443441e-05 7.40799676e-06],[2.18864807e-01 3.85920330e-05 2.09529790e-05]
[0.0431426  0.25758693 0.69927055],[0.095327   0.00093692 0.00067125],[0.26962548 0.00265    0.00189858]
[0.03382294 0.02327434 0.94290274],[7.15114536e-02 1.25152261e-06 1.00172210e-06],[2.02264935e-01 3.53984049e-06 2.83329796e-06]
[0.01827478 0.17017287 0.8115524 ],[2.66653573e-02 3.99970175e-05 1.76621744e-03],[0.07542102 0.00011313 0.00499562]
[0.02409516 0.0162009  0.9597039 ],[6.22837760e-02 1.59019041e-07 1.64035831e-07],[1.76165121e-01 4.49773769e-07 4.63963394e-07]
[0.30618784 0.04340107 0.650411  ],[0.00025004 0.01974928 0.00966212],[0.00070723 0.0558594  0.02732861]
[0.04703315 0.06728895 0.88567793],[6.74099059e-02 6.07502718e-07 9.08945028e-07],[1.90664006e-01 1.71827717e-06 2.57088477e-06]
[0.08602378 0.0519755  0.86200076],[7.95613681e-02 4.51545270e-06 5.56834529e-06],[2.25033532e-01 1.27716289e-05 1.57496589e-05]
[0.0063134  0.00765982 0.98602676],[6.03354026e-02 1.10802716e-07 1.10426447e-07],[1.70654289e-01 3.13397406e-07 3.12333158e-07]
[0.06001749 0.29006046 0.649922  ],[0.0479779  0.00182497 0.00017283],[0.13570198 0.00516181 0.00048884]
[0.03866016 0.02738488 0.93395495],[5.87091393e-02 8.21854802e-06 1.43490468e-06],[1.66054522e-01 2.32455642e-05 4.05852330e-06]
[0.03005652 0.05233585 0.91760767],[6.15484354e-02 6.11116017e-07 3.00209372e-07],[1.74085264e-01 1.72849712e-06 8.49120330e-07]
[0.02808846 0.00558251 0.9663291 ],[6.24676070e-02 1.97785183e-07 2.49688705e-07],[1.76685074e-01 5.59420977e-07 7.06226306e-07]
[0.0269939  0.02279534 0.95021075],[6.24561790e-02 3.13232860e-07 5.72285756e-07],[1.76652751e-01 8.85956316e-07 1.61866856e-06]
[0.36104134 0.04903842 0.5899203 ],[0.04225448 0.00684061 0.00069148],[0.11951372 0.01934816 0.0019558 ]
[0.02488012 0.0136513  0.9614685 ],[6.29882579e-02 3.04755290e-07 4.95578733e-07],[1.78157697e-01 8.61978129e-07 1.40170833e-06]
[0.01874263 0.03071223 0.9505451 ],[6.44224010e-02 4.61421022e-07 8.39006970e-07],[1.82214067e-01 1.30509573e-06 2.37307007e-06]
[0.02474866 0.0148034  0.96044797],[6.55838754e-02 4.31321484e-07 6.34709043e-07],[1.85499212e-01 1.21996139e-06 1.79522827e-06]
[0.01206443 0.01812517 0.9698104 ],[6.32138083e-02 2.27156194e-07 2.85122339e-07],[1.78795650e-01 6.42494741e-07 8.06447757e-07]
[0.01996079 0.00986842 0.9701707 ],[4.86448396e-02 3.63008072e-05 2.47016542e-06],[1.37588384e-01 1.02674188e-04 6.98668288e-06]
[0.02317047 0.20806997 0.7687596 ],[1.78515081e-02 9.53213506e-05 5.83269337e-03],[0.05049169 0.00026961 0.01649735]
[0.01359877 0.01872801 0.9676732 ],[6.25965790e-02 2.04530307e-07 2.59645268e-07],[1.77049862e-01 5.78499069e-07 7.34387719e-07]
[0.00895992 0.01429829 0.9767418 ],[6.07113254e-02 1.30794979e-07 1.25619449e-07],[1.71717560e-01 3.69944067e-07 3.55305457e-07]
[0.04196605 0.05669101 0.901343  ],[6.77058150e-02 1.09667458e-06 2.31122008e-06],[1.91500964e-01 3.10186414e-06 6.53711756e-06]
[0.13571192 0.18960504 0.67468303],[0.06624807 0.00060003 0.00251989],[0.18737785 0.00169715 0.00712733]
[0.42340392 0.01407193 0.56252414],[0.01186275 0.01126787 0.00012889],[0.03355294 0.03187034 0.00036456]
[0.08286154 0.04068469 0.8764538 ],[7.41725778e-02 9.98459087e-06 4.72548188e-06],[2.09791731e-01 2.82406876e-05 1.33656811e-05]
[0.05576344 0.08415322 0.86008334],[5.37896594e-02 9.15956041e-06 9.41656408e-05],[1.52140132e-01 2.59071491e-05 2.66340653e-04]
[0.0051333 0.0099638 0.9849029],[5.98799358e-02 1.03292868e-07 1.02332238e-07],[1.69366035e-01 2.92156349e-07 2.89439277e-07]
[0.04373462 0.04419456 0.9120708 ],[7.83862272e-02 2.62343987e-06 2.62489170e-06],[2.21709731e-01 7.42020849e-06 7.42431489e-06]
[0.20186453 0.03325935 0.7648762 ],[4.90676599e-02 5.20133678e-04 4.24908781e-05],[1.38784300e-01 1.47116020e-03 1.20182352e-04]
[0.03984316 0.46480083 0.49535605],[0.00199899 0.00369864 0.08940854],[0.00565399 0.01046134 0.25288555]
[0.06919664 0.0860246  0.8447787 ],[6.41752187e-02 6.67761542e-07 1.57551526e-06],[1.81514929e-01 1.88871486e-06 4.45623009e-06]
[0.01157548 0.01849435 0.96993005],[6.09942530e-02 1.25963247e-07 1.27087744e-07],[1.72517800e-01 3.56277864e-07 3.59458424e-07]
[0.02347166 0.13433224 0.84219605],[1.65973586e-02 9.58204707e-05 6.39759335e-03],[0.04694442 0.00027102 0.01809513]
[0.0361047 0.0492189 0.9146765],[7.29034998e-02 1.44756481e-06 1.86258399e-06],[2.06202236e-01 4.09433157e-06 5.26818309e-06]
[0.00905545 0.01322941 0.97771513],[5.96816212e-02 1.73355324e-07 2.91310809e-07],[1.68805116e-01 4.90322899e-07 8.23951394e-07]
[0.02131985 0.02543159 0.9532485 ],[6.78584810e-02 1.42232202e-06 8.38945779e-07],[1.91932768e-01 4.02293418e-06 2.37289700e-06]
[0.02269916 0.01327279 0.964028  ],[6.24383156e-02 2.79181093e-07 2.09994629e-07],[1.76602226e-01 7.89643377e-07 5.93954505e-07]
[0.04307895 0.04212103 0.9148    ],[7.47261776e-02 5.17724786e-06 3.15702887e-06],[2.11357548e-01 1.46434683e-05 8.92942608e-06]
[0.0294118  0.0343708  0.93621737],[6.19045780e-02 6.85957396e-07 3.31781401e-07],[1.75092588e-01 1.94018050e-06 9.38419515e-07]
[0.10697351 0.08589218 0.8071343 ],[6.42088786e-02 7.47644878e-05 4.04389577e-04],[0.18161013 0.00021147 0.00114379]
[0.04946679 0.08390996 0.8666232 ],[7.02716477e-02 1.60990747e-05 5.97268260e-05],[1.98758235e-01 4.55350595e-05 1.68932975e-04]
[0.02885508 0.01297599 0.9581689 ],[6.32894860e-02 2.67107481e-07 2.20636478e-07],[1.79009699e-01 7.55494043e-07 6.24054200e-07]
[0.1145028  0.03347426 0.852023  ],[6.3379405e-02 1.9389492e-05 3.9636646e-06],[1.79264028e-01 5.48417652e-05 1.12109365e-05]
[0.07733571 0.3380302  0.5846342 ],[0.00462883 0.00168996 0.07661692],[0.01309231 0.00477993 0.21670537]
[0.23541291 0.0205087  0.74407834],[0.00010733 0.00720571 0.01614656],[0.00030358 0.02038083 0.04566936]
[0.00770868 0.00467596 0.98761535],[6.09464674e-02 1.61796214e-07 2.18231616e-07],[1.72382642e-01 4.57628799e-07 6.17252222e-07]
[0.03764562 0.14858648 0.81376797],[5.27707714e-02 1.26600340e-05 1.39576136e-04],[1.49258281e-01 3.58079836e-05 3.94780928e-04]
[0.04495329 0.15851887 0.79652786],[8.26046659e-02 1.15381112e-05 1.63745596e-05],[2.33641278e-01 3.26347066e-05 4.63142485e-05]
[0.03148897 0.03995999 0.928551  ],[7.37727821e-02 2.05343248e-06 3.07677059e-06],[2.08660938e-01 5.80798413e-06 8.70242140e-06]
[0.03368034 0.09987178 0.8664478 ],[7.31596011e-02 2.96426018e-06 1.92259453e-06],[2.06926600e-01 8.38419390e-06 5.43791853e-06]
[0.03243925 0.02418353 0.9433773 ],[6.26922627e-02 2.79745255e-07 4.39133714e-07],[1.77320496e-01 7.91239067e-07 1.24205771e-06]
[0.08623469 0.03275228 0.88101304],[5.69616848e-02 1.03041836e-05 1.49609413e-06],[1.61111974e-01 2.91446325e-05 4.23159323e-06]
[0.0042587 0.016237  0.9795043],[5.81034143e-02 7.91450564e-08 8.45579900e-08],[1.64341273e-01 2.23856024e-07 2.39166113e-07]
[0.2954312  0.01700556 0.68756324],[2.96099315e-02 7.76137941e-04 1.70371254e-05],[8.37495335e-02 2.19524961e-03 4.81882676e-05]
[0.00166675 0.7634948  0.2348385 ],[9.80831124e-06 3.22036820e-02 4.10095712e-04],[2.77420936e-05 9.10857678e-02 1.15992584e-03]
[0.04113429 0.11971276 0.83915293],[6.82287869e-02 1.24461849e-06 7.83806482e-07],[1.92980152e-01 3.52031271e-06 2.21693951e-06]
[0.03520001 0.04067193 0.92412806],[7.07470541e-02 1.17699448e-06 1.74923798e-06],[2.00102887e-01 3.32904310e-06 4.94759214e-06]
[0.10577654 0.15333088 0.7408926 ],[8.81638262e-02 7.01770284e-05 4.92035249e-05],[2.49364957e-01 1.98490611e-04 1.39168585e-04]
[0.6506783  0.01393922 0.33538252],[0.0004306  0.02201902 0.01197516],[0.00121793 0.06227919 0.03387087]
[0.5148846  0.00592701 0.47918835],[0.00038338 0.03869755 0.00516474],[0.00108436 0.1094532  0.01460808]
[0.37053645 0.00828403 0.6211795 ],[0.00510003 0.04244617 0.00045823],[0.01442507 0.12005591 0.00129608]
[0.00677115 0.01145825 0.9817706 ],[6.01536367e-02 1.19474673e-07 1.14012902e-07],[1.70140178e-01 3.37925405e-07 3.22477185e-07]
[0.05473481 0.20979863 0.73546654],[8.16469450e-02 3.89048559e-05 8.07109964e-05],[2.30932434e-01 1.10039550e-04 2.28285171e-04]
[0.16117166 0.03772338 0.80110496],[6.79090463e-02 8.95636654e-06 2.92126629e-06],[1.92075789e-01 2.53324301e-05 8.26258882e-06]
[0.06992344 0.02547247 0.9046041 ],[7.39684140e-02 6.34944851e-06 3.40781263e-06],[2.09214269e-01 1.79589524e-05 9.63874969e-06]
[0.02769161 0.02950754 0.9428008 ],[5.73056050e-02 4.85436852e-07 2.13163464e-06],[1.62084728e-01 1.37302276e-06 6.02917323e-06]
[0.05090782 0.09495079 0.8541414 ],[7.89718464e-02 2.99516906e-05 6.98879396e-05],[2.23366112e-01 8.47161740e-05 1.97672944e-04]
[0.02531678 0.04049707 0.93418616],[6.32904595e-02 5.94163213e-07 1.46106625e-06],[1.79012452e-01 1.68054735e-06 4.13251942e-06]
[0.07999782 0.03974422 0.880258  ],[6.57663226e-02 1.12061931e-06 2.89681959e-06],[1.86015251e-01 3.16959006e-06 8.19344311e-06]
[0.0135011  0.00971681 0.97678214],[6.14170599e-02 1.56811929e-07 1.90098710e-07],[1.73713678e-01 4.43531112e-07 5.37680348e-07]
[0.00933867 0.00480376 0.9858576 ],[5.94820036e-02 9.40353401e-08 9.39712991e-08],[1.68240513e-01 2.65972107e-07 2.65790971e-07]
[0.02459601 0.06364257 0.9117614 ],[6.77674553e-02 1.03259451e-06 2.09065843e-06],[1.91675309e-01 2.92061833e-06 5.91327502e-06]
[0.03558299 0.03032651 0.9340906 ],[7.16707761e-02 1.24627354e-06 1.01115670e-06],[2.02715567e-01 3.52499389e-06 2.85998303e-06]
[0.0479321  0.02279454 0.9292733 ],[6.75027727e-02 1.01683111e-06 6.55072024e-07],[1.90926673e-01 2.87603271e-06 1.85282348e-06]
[0.02755328 0.00826066 0.9641861 ],[7.20140532e-02 1.10552053e-06 1.36602376e-06],[2.03686502e-01 3.12688426e-06 3.86369865e-06]
[0.0737991  0.09340628 0.83279455],[5.04086035e-02 7.35170954e-05 5.69333972e-06],[1.42577062e-01 2.07937747e-04 1.61031965e-05]
[0.0234324  0.00711004 0.96945757],[6.18592971e-02 1.56710169e-07 1.74129399e-07],[1.74964514e-01 4.43243293e-07 4.92512317e-07]
[0.00858147 0.00547964 0.9859389 ],[6.23630933e-02 1.62670962e-07 1.69824614e-07],[1.76389465e-01 4.60102961e-07 4.80336544e-07]
[0.04508061 0.00896284 0.9459566 ],[6.24026273e-02 3.77672992e-06 1.04880081e-06],[1.76501284e-01 1.06822053e-05 2.96645666e-06]
[0.06247469 0.01286001 0.9246653 ],[6.33727698e-02 3.30737991e-07 2.51153630e-07],[1.79245261e-01 9.35468306e-07 7.10369739e-07]
[0.02753852 0.01570875 0.9567527 ],[6.16933989e-02 1.77665636e-07 1.55685414e-07],[1.74495283e-01 5.02514303e-07 4.40344847e-07]
[0.08087287 0.10348257 0.81564456],[6.48023328e-02 8.43781405e-05 1.58221863e-05],[1.83288676e-01 2.38657421e-04 4.47519008e-05]
[0.0363339  0.02509938 0.9385667 ],[6.20537747e-02 1.88179730e-07 2.43573809e-07],[1.75514579e-01 5.32252654e-07 6.88930768e-07]
[0.00779071 0.06154313 0.9306662 ],[7.35924040e-02 1.50070280e-06 1.83024018e-06],[2.08150752e-01 4.24462851e-06 5.17670098e-06]
[0.31245407 0.07123747 0.61630845],[0.04692235 0.00195811 0.00017706],[0.13271645 0.00553837 0.00050081]
[0.5626331  0.01403025 0.4233366 ],[0.00433445 0.05456131 0.00067171],[0.01225968 0.1543227  0.00189989]
[0.03634345 0.06567064 0.8979859 ],[5.49378224e-02 8.89484598e-06 8.64573056e-05],[1.55387627e-01 2.51584236e-05 2.44538188e-04]
[0.01586207 0.87979084 0.1043471 ],[2.51262068e-05 2.96696557e-02 1.03374449e-03],[7.10676448e-05 8.39184589e-02 2.92387095e-03]
[0.04883483 0.04568825 0.9054769 ],[6.72387346e-02 6.37227731e-07 1.00341693e-06],[1.90179861e-01 1.80235220e-06 2.83809166e-06]
[0.02956275 0.02462575 0.94581157],[6.30782578e-02 4.28638314e-07 8.83527320e-07],[1.78412255e-01 1.21237223e-06 2.49899264e-06]
[0.03998941 0.04462322 0.9153874 ],[6.51202997e-02 6.88372202e-07 1.46428738e-06],[1.84188022e-01 1.94701061e-06 4.14163015e-06]
[0.48535225 0.0174314  0.4972163 ],[0.00043681 0.03921569 0.00557655],[0.00123547 0.11091874 0.01577286]
[0.03011122 0.0585015  0.91138726],[6.85775030e-02 1.12072578e-06 7.50378292e-07],[1.93966470e-01 3.16989121e-06 2.12239032e-06]
[0.01405731 0.53629977 0.44964287],[0.06231449 0.00024763 0.00134106],[0.17625199 0.0007004  0.0037931 ]
[0.00304214 0.00167879 0.9952791 ],[5.79076965e-02 7.23359935e-08 7.14873324e-08],[1.63787700e-01 2.04597086e-07 2.02196710e-07]
[0.31172654 0.03941548 0.64885795],[0.02338379 0.01177549 0.00047047],[0.06613933 0.03330611 0.00133068]
[0.02734029 0.03072574 0.941934  ],[7.66678105e-02 3.06251225e-06 2.52579122e-06],[2.16849315e-01 8.66209271e-06 7.14401639e-06]
[0.02524987 0.00675999 0.9679901 ],[6.41768687e-02 2.14074842e-07 2.13166863e-07],[1.81519596e-01 6.05495089e-07 6.02926936e-07]
[0.2983668 0.0296409 0.6719923],[6.06253610e-02 3.05479025e-04 4.62564390e-05],[1.71474415e-01 8.64025160e-04 1.30832967e-04]
[0.00629586 0.01902055 0.97468364],[6.05299855e-02 1.41702171e-07 1.79081987e-07],[1.71204653e-01 4.00794263e-07 5.06520348e-07]
[0.21232578 0.01908327 0.7685909 ],[3.63573813e-02 5.44774761e-04 1.94566403e-05],[1.02834203e-01 1.54085571e-03 5.50316891e-05]
[0.02224245 0.18051769 0.79723996],[3.39410081e-02 2.15874455e-05 6.95380148e-04],[9.59996681e-02 6.10585163e-05 1.96683207e-03]
[0.38274622 0.02713261 0.5901212 ],[0.01174936 0.04882159 0.00190444],[0.03323222 0.1380883  0.00538658]
[0.6837036  0.01016448 0.30613187],[0.00126145 0.0862663  0.00266218],[0.00356793 0.24399794 0.00752979]
[0.015746   0.01709253 0.9671614 ],[6.49785181e-02 2.49933294e-07 2.56670918e-07],[1.83787003e-01 7.06918109e-07 7.25974985e-07]
[0.0317049  0.37222683 0.5960683 ],[0.01086306 0.00022414 0.01673246],[0.03072537 0.00063396 0.04732655]
[0.02947316 0.3902713  0.5802555 ],[0.00073155 0.00476876 0.05390255],[0.00206913 0.01348809 0.15245942]
[0.93184763 0.00358478 0.06456754],[3.33096633e-06 4.42087297e-05 5.00034468e-02],[9.42139551e-06 1.25041170e-04 1.41431105e-01]
[0.725342   0.00579061 0.26886737],[4.64850210e-06 1.23433136e-04 3.99946386e-02],[1.31479494e-05 3.49121630e-04 1.13121921e-01]
[0.1764049  0.15951549 0.6640796 ],[0.02662024 0.0059195  0.04938767],[0.07529341 0.01674288 0.13968943]
[0.01785353 0.03374602 0.9484004 ],[7.25229742e-02 9.06521923e-07 9.08558693e-07],[2.05125947e-01 2.56403120e-06 2.56979205e-06]
[0.02136833 0.03344695 0.9451847 ],[6.20960743e-02 2.16526779e-06 1.02934635e-05],[1.75634221e-01 6.12430214e-06 2.91143114e-05]
[0.06724424 0.03650464 0.89625114],[7.63592570e-02 4.82403709e-06 8.51785715e-06],[2.15976594e-01 1.36444373e-05 2.40921382e-05]
[0.01754741 0.04077205 0.94168067],[6.71017795e-02 5.29545608e-07 7.42521086e-07],[1.89792493e-01 1.49778116e-06 2.10016678e-06]
[0.00698529 0.06256995 0.9304448 ],[6.72944377e-02 4.72902643e-07 5.77773428e-07],[1.90337413e-01 1.33757066e-06 1.63419004e-06]
[0.03201952 0.12893684 0.83904356],[7.38282498e-02 1.81112743e-06 2.48295189e-06],[2.08817824e-01 5.12264195e-06 7.02284846e-06]
[0.02363343 0.01011296 0.9662536 ],[6.61227367e-02 4.46546539e-07 3.76962326e-07],[1.87023342e-01 1.26302434e-06 1.06621047e-06]
[0.0068386  0.01172739 0.981434  ],[6.29714629e-02 1.80582399e-07 1.76764211e-07],[1.78110194e-01 5.10764156e-07 4.99964688e-07]
[0.03856605 0.08399406 0.8774399 ],[6.66977636e-02 7.15698160e-07 1.26444217e-06],[1.88649764e-01 2.02430009e-06 3.57638254e-06]
[0.04060905 0.05223415 0.9071567 ],[3.85557207e-02 2.48891557e-04 8.86392248e-06],[1.09052046e-01 7.03971631e-04 2.50709588e-05]
[0.00616433 0.0143627  0.97947294],[5.98024097e-02 1.32141739e-07 1.16402651e-07],[1.69146758e-01 3.73753279e-07 3.29236414e-07]
[0.29697028 0.02682005 0.6762096 ],[0.00400251 0.0566105  0.00066369],[0.01132081 0.16011867 0.0018772 ]
[0.01477988 0.01013551 0.9750846 ],[5.96504055e-02 1.12143256e-07 1.24519874e-07],[1.68716825e-01 3.17189027e-07 3.52195390e-07]
[0.0277388  0.06496472 0.90729654],[6.82648975e-02 3.68697225e-05 1.63038644e-04],[1.93082288e-01 1.04283323e-04 4.61142922e-04]
[0.02796157 0.03865836 0.93338007],[7.00096262e-02 7.61381453e-07 6.68653182e-07],[1.98017126e-01 2.15351195e-06 1.89123680e-06]
